
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
70-0109                          J6                               102   1     16  16   1 16         16 0 GND                 (43-1-13)
70-0109                          J6                               102   1     17  17   1 17         17 0 GND                 (43-1-13)
70-0109                          J6                               102   1     18  18   1 18         18 0 FPGA_MUL_0_B        (4211-39-13)
70-0109                          J6                               102   1     19  19   1 19         19 0 FPGA_MUL_5_B        (4779-13-13)
70-0109                          J6                               102   1     20  20   1 20         20 0 GND                 (43-1-13)
70-0109                          J6                               102   1     21  21   1 21         21 0 GND                 (43-1-13)
70-0109                          J6                               102   1     22  22   1 22         22 0 FPGA_GCLK_B         (4631-5-13)
70-0109                          J6                               102   1     23  23   1 23         23 0 FPGA_SCLK_B         (4631-4-13)
70-0109                          J6                               102   1     24  24   1 24         24 0 GND                 (43-1-13)
70-0109                          J6                               102   1     25  25   1 25         25 0 GND                 (43-1-13)
70-0109                          J6                               102   1     26  26   1 26         26 0 DRV_SIN_19          (4211-35-13)
70-0109                          J6                               102   1     27  27   1 27         27 0 VCC3V3              (4211-45-13)
70-0109                          J6                               102   1     28  28   1 28         28 0 GND                 (43-1-13)
70-0109                          J7                               103   1      1   1   1 1           1 0 GND                 (43-1-13)
70-0109                          J7                               103   1      2   2   1 2           2 0 FPGA_MUL_3_B        (4779-5-13)
70-0109                          J7                               103   1      3   3   1 3           3 0 FPGA_MUL_2_B        (4779-4-13)
70-0109                          J7                               103   1      4   4   1 4           4 0 GND                 (43-1-13)
70-0109                          J7                               103   1      5   5   1 5           5 0 GND                 (43-1-13)
70-0109                          J7                               103   1      6   6   1 6           6 0 DRV_SIN_28          (4211-11-13)
70-0109                          J7                               103   1      7   7   1 7           7 0 FPGA_MUL_6_B        (4779-6-13)
70-0109                          J7                               103   1      8   8   1 8           8 0 GND                 (43-1-13)
70-0109                          J7                               103   1      9   9   1 9           9 0 GND                 (43-1-13)
70-0109                          J7                               103   1     10  10   1 10         10 0 DRV_SIN_27          (4211-10-13)
70-0109                          J7                               103   1     11  11   1 11         11 0 DRV_SIN_23          (4211-6-13)
70-0109                          J7                               103   1     12  12   1 12         12 0 GND                 (43-1-13)
70-0109                          J7                               103   1     13  13   1 13         13 0 GND                 (43-1-13)
70-0109                          J7                               103   1     14  14   1 14         14 0 DRV_SIN_29          (4211-12-13)
70-0109                          J7                               103   1     15  15   1 15         15 0 DRV_SIN_21          (4211-4-13)
70-0109                          J7                               103   1     16  16   1 16         16 0 GND                 (43-1-13)
70-0109                          J7                               103   1     17  17   1 17         17 0 GND                 (43-1-13)
70-0109                          J7                               103   1     18  18   1 18         18 0 DRV_SIN_25          (4211-8-13)
70-0109                          J7                               103   1     19  19   1 19         19 0 DRV_SIN_22          (4211-5-13)
70-0109                          J7                               103   1     20  20   1 20         20 0 GND                 (43-1-13)
70-0109                          J7                               103   1     21  21   1 21         21 0 GND                 (43-1-13)
70-0109                          J7                               103   1     22  22   1 22         22 0 FPGA_MUL_7_B        (4779-1-13)
70-0109                          J7                               103   1     23  23   1 23         23 0 DRV_SIN_24          (4211-7-13)
70-0109                          J7                               103   1     24  24   1 24         24 0 GND                 (43-1-13)
70-0109                          J7                               103   1     25  25   1 25         25 0 GND                 (43-1-13)
70-0109                          J7                               103   1     26  26   1 26         26 0 VCC3V3              (4211-45-13)
70-0109                          J7                               103   1     27  27   1 27         27 0 DRV_SIN_26          (4211-9-13)
70-0109                          J7                               103   1     28  28   1 28         28 0 GND                 (43-1-13)
80-0063                          PT6                              113   1      1   1   1 1           1 0 DRV_SOUT_DATA       (4269-1-13)
80-0063                          PT23                             108   1      1   1   1 1           1 0 XSIG020407          (5089-1-13)
80-0063                          PT24                             109   1      1   1   1 1           1 0 XSIG020408          (5089-2-13)
80-0063                          PT26                             110   1      1   1   1 1           1 0 XSIG020410          (5089-4-13)
80-0063                          PT27                             111   1      1   1   1 1           1 0 XSIG020411          (5089-5-13)
80-0063                          PT39                             112   1      1   1   1 1           1 0 XSIG020424          (5190-5-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
80-0064                          PT1                              131   1      1   1   1 1           1 0 ENCODER_A           (4385-1-13)
80-0064                          PT2                              132   1      1   1   1 1           1 0 ENCODER_B           (4385-2-13)
80-0064                          PT3                              133   1      1   1   1 1           1 0 ENCODER_C           (4385-3-13)
80-0064                          PT4                              130   1      1   1   1 1           1 0 ENCODER_D           (4385-4-13)
80-0064                          PT10                             126   1      1   1   1 1           1 0 SOM_MOSI            (4174-1-13)
80-0064                          PT11                             127   1      1   1   1 1           1 0 SOM_MISO            (4174-2-13)
80-0064                          PT12                             128   1      1   1   1 1           1 0 SOM_SCLK            (4174-3-13)
80-0064                          PT13                             129   1      1   1   1 1           1 0 SOM_CS              (4211-36-13)
80-0064                          PT35                             134   1      1   1   1 1           1 0 VCC5ENC             (5139-1-13)
80-0064                          PT42                             167   1      1   1   1 1           1 0 XSIG030173          (5190-8-13)
80-0064                          PT43                             168   1      1   1   1 1           1 0 XSIG030174          (5190-9-13)
80-0064                          PT44                             169   1      1   1   1 1           1 0 XSIG030175          (5190-10-13)
80-0064                          PT45                             135   1      1   1   1 1           1 0 XSIG030176          (5190-11-13)
80-0064                          PT46                             136   1      1   1   1 1           1 0 XSIG030177          (5190-12-13)
80-0064                          PT47                             137   1      1   1   1 1           1 0 XSIG030178          (5190-13-13)
80-0064                          PT48                             138   1      1   1   1 1           1 0 XSIG030179          (5190-14-13)
80-0064                          PT49                             139   1      1   1   1 1           1 0 XSIG030180          (5190-15-13)
80-0064                          PT50                             140   1      1   1   1 1           1 0 XSIG030181          (5190-16-13)
80-0064                          PT51                             141   1      1   1   1 1           1 0 XSIG030182          (5190-17-13)
80-0064                          PT52                             142   1      1   1   1 1           1 0 XSIG030183          (5190-18-13)
80-0064                          PT53                             143   1      1   1   1 1           1 0 XSIG030184          (5190-19-13)
80-0064                          PT54                             144   1      1   1   1 1           1 0 XSIG030186          (5190-20-13)
80-0064                          PT55                             145   1      1   1   1 1           1 0 XSIG030187          (5190-21-13)
80-0064                          PT56                             146   1      1   1   1 1           1 0 XSIG030188          (5190-22-13)
80-0064                          PT57                             147   1      1   1   1 1           1 0 XSIG030190          (5190-23-13)
80-0064                          PT58                             148   1      1   1   1 1           1 0 XSIG030191          (5190-24-13)
80-0064                          PT59                             149   1      1   1   1 1           1 0 XSIG030192          (5190-25-13)
80-0064                          PT60                             150   1      1   1   1 1           1 0 XSIG030193          (5190-26-13)
80-0064                          PT61                             151   1      1   1   1 1           1 0 XSIG030194          (5190-27-13)
80-0064                          PT62                             152   1      1   1   1 1           1 0 XSIG030195          (5190-28-13)
80-0064                          PT63                             153   1      1   1   1 1           1 0 XSIG030196          (5190-29-13)
80-0064                          PT64                             154   1      1   1   1 1           1 0 XSIG030197          (5190-30-13)
80-0064                          PT65                             155   1      1   1   1 1           1 0 XSIG030198          (5190-31-13)
80-0064                          PT66                             156   1      1   1   1 1           1 0 XSIG030199          (5190-32-13)
80-0064                          PT67                             157   1      1   1   1 1           1 0 XSIG030200          (5190-33-13)
80-0064                          PT68                             158   1      1   1   1 1           1 0 XSIG030201          (5190-34-13)
80-0064                          PT69                             159   1      1   1   1 1           1 0 XSIG030202          (5190-35-13)
80-0064                          PT70                             160   1      1   1   1 1           1 0 XSIG030203          (5190-36-13)
80-0064                          PT71                             161   1      1   1   1 1           1 0 XSIG030204          (5190-37-13)
80-0064                          PT72                             162   1      1   1   1 1           1 0 XSIG030205          (5190-38-13)
80-0064                          PT73                             163   1      1   1   1 1           1 0 XSIG030206          (5190-39-13)
80-0064                          PT74                             164   1      1   1   1 1           1 0 XSIG030207          (5190-40-13)
80-0064                          PT75                             165   1      1   1   1 1           1 0 XSIG030208          (5190-41-13)
80-0064                          PT76                             166   1      1   1   1 1           1 0 XSIG030209          (5190-42-13)
80-0064                          PT90                             122   1      1   1   1 1           1 0 FPGA_JTAG_TDI       (4123-75-13)
80-0064                          PT91                             123   1      1   1   1 1           1 0 FPGA_JTAG_TCK       (4123-77-13)
80-0064                          PT92                             124   1      1   1   1 1           1 0 FPGA_JTAG_TMS       (4123-74-13)
80-0064                          PT93                             125   1      1   1   1 1           1 0 FPGA_JTAG_TDO       (4123-76-13)
80-0064                          PT94                             176   1      1   1   1 1           1 0 VCC1V2              (4123-1-13)
80-0064                          PT95                             175   1      1   1   1 1           1 0 VCC3V3              (4211-45-13)
80-0064                          PT96                             177   1      1   1   1 1           1 0 VCC3V               (4211-1-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
80-0064                          PT97                             121   1      1   1   1 1           1 0 VCC2V5              (4123-2-13)
80-0064                          PT98                             171   1      1   1   1 1           1 0 VCC5VLED            (4281-5-13)
80-0064                          PT99                             174   1      1   1   1 1           1 0 VCC12V              (4162-1-13)
80-0064                          PT100                            170   1      1   1   1 1           1 0 XSIG040204          (5190-56-13)
80-0064                          PT101                            172   1      1   1   1 1           1 0 VCC5V               (4123-70-13)
80-0064                          PT102                            173   1      1   1   1 1           1 0 VCC5V               (4123-70-13)
80-0072                          U5                               120   1      1   1   1 7           7 0 XSIG040204          (5190-56-13)
80-0072                          U5                               120   1      2   2   1 19         19 0                     (0-0-0)
80-0072                          U5                               120   1      3   3   1 20         20 0                     (0-0-0)
80-0072                          U5                               120   1      4   4   1 11         11 0 VCC5VLED            (4281-5-13)
80-0072                          U5                               120   1      5   5   1 14         14 0 GND                 (43-1-13)
80-0072                          U5                               120   1      6   6   1 18         18 0 VCC12V              (4162-1-13)
80-0072                          U5                               120   1      7   7   1 8           8 0                     (0-0-0)
80-0072                          U5                               120   1      8   8   1 17         17 0 XSIG040091          (4281-4-13)
80-0072                          U5                               120   1      9   9   1 9           9 0 VCC5VLED            (4281-5-13)
80-0072                          U5                               120   1     10  10   1 12         12 0 VCC5VLED            (4281-5-13)
80-0072                          U5                               120   1     11  11   1 15         15 0 VCC5VLED            (4281-5-13)
80-0072                          U5                               120   2      1   1   2 6           6 0 VCC12V              (4162-1-13)
80-0072                          U5                               120   2      1   1   3 4           4 0 VCC12V              (4162-1-13)
80-0072                          U5                               120   2      1   1   4 2           2 0 VCC12V              (4162-1-13)
80-0072                          U5                               120   3      1   1   5 13         13 0 GND                 (43-1-13)
80-0072                          U5                               120   3      1   1   6 10         10 0 GND                 (43-1-13)
80-0072                          U5                               120   3      1   1   7 5           5 0 GND                 (43-1-13)
80-0072                          U5                               120   3      1   1   8 3           3 0 GND                 (43-1-13)
80-0072                          U5                               120   3      1   1   9 1           1 0 GND                 (43-1-13)
80-0072                          U5                               120   3      1   1  10 16         16 0 GND                 (43-1-13)
