
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
20-0073                          D31                             1675   1      2   2   1 B           1 0 UB0D0_B15           (4028-47-13)
20-0073                          D31                             1675   1      3   3   1 G           2 0 UB0D0_G15           (4028-31-13)
20-0073                          D31                             1675   1      4   4   1 R           3 0 UB0D0_R15           (4028-15-13)
20-0073                          D32                             1595   1      1   1   1 1           4 0 UB0_MUL1            (4059-2-13)
20-0073                          D32                             1595   1      2   2   1 B           1 0 UB0D0_B13           (4028-45-13)
20-0073                          D32                             1595   1      3   3   1 G           2 0 UB0D0_G13           (4028-29-13)
20-0073                          D32                             1595   1      4   4   1 R           3 0 UB0D0_R13           (4028-13-13)
20-0073                          D33                             1635   1      1   1   1 1           4 0 UB0_MUL2            (4059-3-13)
20-0073                          D33                             1635   1      2   2   1 B           1 0 UB0D0_B0            (4028-34-13)
20-0073                          D33                             1635   1      3   3   1 G           2 0 UB0D0_G0            (4028-18-13)
20-0073                          D33                             1635   1      4   4   1 R           3 0 UB0D0_R0            (4028-2-13)
20-0073                          D34                             1510   1      1   1   1 1           4 0 UB0_MUL2            (4059-3-13)
20-0073                          D34                             1510   1      2   2   1 B           1 0 UB0D0_B3            (4028-35-13)
20-0073                          D34                             1510   1      3   3   1 G           2 0 UB0D0_G3            (4028-19-13)
20-0073                          D34                             1510   1      4   4   1 R           3 0 UB0D0_R3            (4028-3-13)
20-0073                          D35                             1750   1      1   1   1 1           4 0 UB0_MUL2            (4059-3-13)
20-0073                          D35                             1750   1      2   2   1 B           1 0 UB0D0_B1            (4028-33-13)
20-0073                          D35                             1750   1      3   3   1 G           2 0 UB0D0_G1            (4028-17-13)
20-0073                          D35                             1750   1      4   4   1 R           3 0 UB0D0_R1            (4028-1-13)
20-0073                          D36                             1795   1      1   1   1 1           4 0 UB0_MUL2            (4059-3-13)
20-0073                          D36                             1795   1      2   2   1 B           1 0 UB0D0_B4            (4028-38-13)
20-0073                          D36                             1795   1      3   3   1 G           2 0 UB0D0_G4            (4028-22-13)
20-0073                          D36                             1795   1      4   4   1 R           3 0 UB0D0_R4            (4028-6-13)
20-0073                          D37                             1830   1      1   1   1 1           4 0 UB0_MUL2            (4059-3-13)
20-0073                          D37                             1830   1      2   2   1 B           1 0 UB0D0_B2            (4028-36-13)
20-0073                          D37                             1830   1      3   3   1 G           2 0 UB0D0_G2            (4028-20-13)
20-0073                          D37                             1830   1      4   4   1 R           3 0 UB0D0_R2            (4028-4-13)
20-0073                          D38                             1355   1      1   1   1 1           4 0 UB0_MUL2            (4059-3-13)
20-0073                          D38                             1355   1      2   2   1 B           1 0 UB0D0_B5            (4028-37-13)
20-0073                          D38                             1355   1      3   3   1 G           2 0 UB0D0_G5            (4028-21-13)
